accession	species	superkingdom	phylum	class	order	family	genus	data_type
3300020601_30	3300020601_30							unsupervised
3300025270_14	3300025270_14							unsupervised
3300029876_19	3300029876_19							unsupervised
3300027316_10	3300027316_10							unsupervised
3300029621_34	3300029621_34							unsupervised
3300025597_3	3300025597_3							unsupervised
3300029590_20	3300029590_20							unsupervised
3300029356_25	3300029356_25							unsupervised
3300026236_1	3300026236_1							unsupervised
3300029435_22	3300029435_22							unsupervised
3300018427_45	3300018427_45							unsupervised
3300029403_12	3300029403_12							unsupervised
3300026874_4	3300026874_4							unsupervised
3300021306_20	3300021306_20							unsupervised
2061766007_94	2061766007_94							unsupervised
GCA_025991245.1_GpartN1_1.0_genomic	Galdieria partita		Rhodophyta	Bangiophyceae	Galdieriales	Galdieriaceae	Galdieria	unsupervised
3300025138_13	3300025138_13							unsupervised
3300029023_4	3300029023_4							unsupervised
3300011989_43	3300011989_43							unsupervised
3300026302_14	3300026302_14							unsupervised
3300020128_4	3300020128_4							unsupervised
3300026534_10	3300026534_10							unsupervised
3300012974_19	3300012974_19							unsupervised
3300028581_42	3300028581_42							unsupervised
3300029555_19	3300029555_19							unsupervised
3300025600_11	3300025600_11							unsupervised
3300025677_11	3300025677_11							unsupervised
3300011389_1	3300011389_1							unsupervised
3300008081_11	3300008081_11							unsupervised
3300029119_19	3300029119_19							unsupervised
3300029297_14	3300029297_14							unsupervised
3300007991_17	3300007991_17							unsupervised
3300025297_22	3300025297_22							unsupervised
3300007346_7	3300007346_7							unsupervised
3300011527_2	3300011527_2							unsupervised
3300012826_2	3300012826_2							unsupervised
3300007993_7	3300007993_7							unsupervised
3300029067_3	3300029067_3							unsupervised
3300029542_15	3300029542_15							unsupervised
3300008571_9	3300008571_9							unsupervised
3300029828_29	3300029828_29							unsupervised
3300012940_66	3300012940_66							unsupervised
3300025431_16	3300025431_16							unsupervised
3300010153_6	3300010153_6							unsupervised
3300010285_12	3300010285_12							unsupervised
3300014900_1	3300014900_1							unsupervised
3300008144_22	3300008144_22							unsupervised
3300011845_4	3300011845_4							unsupervised
3300025247_6	3300025247_6							unsupervised
3300022924_11	3300022924_11							unsupervised
3300029893_17	3300029893_17							unsupervised
3300007921_8	3300007921_8							unsupervised
3300025260_9	3300025260_9							unsupervised
3300026977_8	3300026977_8							unsupervised
3300007805_5	3300007805_5							unsupervised
3300014527_6	3300014527_6							unsupervised
3300027283_40	3300027283_40							unsupervised
3300017444_58	3300017444_58							unsupervised
3300027864_27	3300027864_27							unsupervised
3300025304_13	3300025304_13							unsupervised
3300029788_33	3300029788_33							unsupervised
3300029422_21	3300029422_21							unsupervised
3300010273_23	3300010273_23							unsupervised
3300028419_4	3300028419_4							unsupervised
3300029338_12	3300029338_12							unsupervised
3300029467_10	3300029467_10							unsupervised
3300027309_2	3300027309_2							unsupervised
3300025476_7	3300025476_7							unsupervised
3300012007_12	3300012007_12							unsupervised
3300027111_5	3300027111_5							unsupervised
3300013830_24	3300013830_24							unsupervised
3300022902_20	3300022902_20							unsupervised
3300024968_5	3300024968_5							unsupervised
3300025027_2	3300025027_2							unsupervised
3300027055_13	3300027055_13							unsupervised
3300025528_15	3300025528_15							unsupervised
3300011360_5	3300011360_5							unsupervised
3300029846_24	3300029846_24							unsupervised
3300029796_25	3300029796_25							unsupervised
3300029492_18	3300029492_18							unsupervised
3300008364_9	3300008364_9							unsupervised
3300012007_3	3300012007_3							unsupervised
3300001835_20	3300001835_20							unsupervised
3300020601_33	3300020601_33							unsupervised
3300011898_4	3300011898_4							unsupervised
3300017518_48	3300017518_48							unsupervised
3300020367_1	3300020367_1							unsupervised
3300027815_41	3300027815_41							unsupervised
3300029129_12	3300029129_12							unsupervised
3300029592_4	3300029592_4							unsupervised
3300022753_83	3300022753_83							unsupervised
3300029085_1	3300029085_1							unsupervised
3300007803_9	3300007803_9							unsupervised
3300014798_10	3300014798_10							unsupervised
3300029665_9	3300029665_9							unsupervised
3300028091_6	3300028091_6							unsupervised
3300025296_6	3300025296_6							unsupervised
3300029134_18	3300029134_18							unsupervised
3300027283_12	3300027283_12							unsupervised
3300029087_6	3300029087_6							unsupervised
3300011387_2	3300011387_2							unsupervised
3300029361_24	3300029361_24							unsupervised
3300029073_2	3300029073_2							unsupervised
3300005460_56	3300005460_56							unsupervised
3300006460_9	3300006460_9							unsupervised
3300029688_16	3300029688_16							unsupervised
3300029703_16	3300029703_16							unsupervised
3300014560_4	3300014560_4							unsupervised
3300007654_22	3300007654_22							unsupervised
3300025439_14	3300025439_14							unsupervised
3300025542_3	3300025542_3							unsupervised
3300029411_10	3300029411_10							unsupervised
3300025603_12	3300025603_12							unsupervised
3300029368_17	3300029368_17							unsupervised
3300014016_1	3300014016_1							unsupervised
3300012834_9	3300012834_9							unsupervised
3300029113_10	3300029113_10							unsupervised
3300013125_85	3300013125_85							unsupervised
3300008714_4	3300008714_4							unsupervised
3300025093_3	3300025093_3							unsupervised
3300005470_7	3300005470_7							unsupervised
3300008436_12	3300008436_12							unsupervised
GCA_003144295.1_Acain1_genomic	Acaromyces ingoldii		Basidiomycota	Exobasidiomycetes	Exobasidiales	Cryptobasidiaceae	Acaromyces	unsupervised
3300025103_13	3300025103_13							unsupervised
3300026303_12	3300026303_12							unsupervised
3300029386_25	3300029386_25							unsupervised
3300013006_21	3300013006_21							unsupervised
3300029575_30	3300029575_30							unsupervised
3300008278_2	3300008278_2							unsupervised
3300029595_33	3300029595_33							unsupervised
3300021310_16	3300021310_16							unsupervised
3300025892_34	3300025892_34							unsupervised
3300014792_15	3300014792_15							unsupervised
3300026971_12	3300026971_12							unsupervised
3300024298_2	3300024298_2							unsupervised
3300025491_4	3300025491_4							unsupervised
3300029887_13	3300029887_13							unsupervised
3300029796_24	3300029796_24							unsupervised
3300025714_2	3300025714_2							unsupervised
3300006502_5	3300006502_5							unsupervised
3300029217_12	3300029217_12							unsupervised
3300029821_25	3300029821_25							unsupervised
3300011732_1	3300011732_1							unsupervised
3300029380_29	3300029380_29							unsupervised
3300011681_1	3300011681_1							unsupervised
3300011778_5	3300011778_5							unsupervised
3300012847_10	3300012847_10							unsupervised
3300029731_20	3300029731_20							unsupervised
Anncaliia	Anncaliia							unsupervised
Cryptomeria	Cryptomeria							unsupervised
3300029524_24	3300029524_24							unsupervised
3300014807_10	3300014807_10							unsupervised
3300008512_10	3300008512_10							unsupervised
3300017963_35	3300017963_35							unsupervised
3300021487_6	3300021487_6							unsupervised
3300029049_15	3300029049_15							unsupervised
3300025228_4	3300025228_4							unsupervised
3300008635_23	3300008635_23							unsupervised
3300029379_24	3300029379_24							unsupervised
3300005621_1	3300005621_1							unsupervised
3300012821_8	3300012821_8							unsupervised
3300012433_1	3300012433_1							unsupervised
3300008672_13	3300008672_13							unsupervised
3300026992_6	3300026992_6							unsupervised
3300005460_19	3300005460_19							unsupervised
3300011760_2	3300011760_2							unsupervised
3300014205_43	3300014205_43							unsupervised
3300025708_45	3300025708_45							unsupervised
3300001683_29	3300001683_29							unsupervised
3300028048_91	3300028048_91							unsupervised
3300026282_11	3300026282_11							unsupervised
3300029622_17	3300029622_17							unsupervised
3300014507_4	3300014507_4							unsupervised
3300029112_14	3300029112_14							unsupervised
3300028949_3	3300028949_3							unsupervised
3300007991_15	3300007991_15							unsupervised
3300029748_12	3300029748_12							unsupervised
3300025876_28	3300025876_28							unsupervised
3300008514_8	3300008514_8							unsupervised
3300027309_10	3300027309_10							unsupervised
3300014208_75	3300014208_75							unsupervised
3300029874_9	3300029874_9							unsupervised
3300029455_7	3300029455_7							unsupervised
3300007346_6	3300007346_6							unsupervised
3300020153_26	3300020153_26							unsupervised
3300027623_22	3300027623_22							unsupervised
3300022753_109	3300022753_109							unsupervised
3300027965_37	3300027965_37							unsupervised
3300029442_9	3300029442_9							unsupervised
3300011952_3	3300011952_3							unsupervised
3300007272_14	3300007272_14							unsupervised
3300022738_13	3300022738_13							unsupervised
3300025859_57	3300025859_57							unsupervised
3300014068_1	3300014068_1							unsupervised
3300025686_49	3300025686_49							unsupervised
3300025536_10	3300025536_10							unsupervised
3300025105_38	3300025105_38							unsupervised
3300011913_2	3300011913_2							unsupervised
3300025853_14	3300025853_14							unsupervised
3300024491_1	3300024491_1							unsupervised
3300028028_11	3300028028_11							unsupervised
3300012826_9	3300012826_9							unsupervised
3300011922_9	3300011922_9							unsupervised
3300029934_10	3300029934_10							unsupervised
3300006353_11	3300006353_11							unsupervised
3300010279_24	3300010279_24							unsupervised
3300026975_5	3300026975_5							unsupervised
3300029840_9	3300029840_9							unsupervised
3300007804_5	3300007804_5							unsupervised
3300020280_4	3300020280_4							unsupervised
3300029665_12	3300029665_12							unsupervised
3300007188_7	3300007188_7							unsupervised
3300027217_3	3300027217_3							unsupervised
3300029444_31	3300029444_31							unsupervised
3300008283_12	3300008283_12							unsupervised
3300025502_8	3300025502_8							unsupervised
3300008140_10	3300008140_10							unsupervised
3300024946_1	3300024946_1							unsupervised
3300027231_4	3300027231_4							unsupervised
3300011203_3	3300011203_3							unsupervised
3300008664_27	3300008664_27							unsupervised
3300029885_4	3300029885_4							unsupervised
3300011603_2	3300011603_2							unsupervised
3300029858_28	3300029858_28							unsupervised
3300025224_4	3300025224_4							unsupervised
3300025304_22	3300025304_22							unsupervised
3300029525_7	3300029525_7							unsupervised
3300026522_63	3300026522_63							unsupervised
3300025302_15	3300025302_15							unsupervised
3300007952_1	3300007952_1							unsupervised
3300029486_19	3300029486_19							unsupervised
3300008149_3	3300008149_3							unsupervised
3300008485_1	3300008485_1							unsupervised
3300025093_2	3300025093_2							unsupervised
3300013612_1	3300013612_1							unsupervised
3300020358_19	3300020358_19							unsupervised
3300029735_26	3300029735_26							unsupervised
3300029056_15	3300029056_15							unsupervised
2077657019_1	2077657019_1							unsupervised
3300022227_19	3300022227_19							unsupervised
3300013290_6	3300013290_6							unsupervised
3300010162_100	3300010162_100							unsupervised
3300008347_8	3300008347_8							unsupervised
3300026289_8	3300026289_8							unsupervised
3300016461_3	3300016461_3							unsupervised
3300026096_3	3300026096_3							unsupervised
3300007501_5	3300007501_5							unsupervised
3300008664_3	3300008664_3							unsupervised
3300029354_11	3300029354_11							unsupervised
3300022181_17	3300022181_17							unsupervised
3300013830_22	3300013830_22							unsupervised
3300012816_11	3300012816_11							unsupervised
3300027026_4	3300027026_4							unsupervised
3300029788_22	3300029788_22							unsupervised
