accession	accession_full	species	superkingdom	phylum	class	order	family	genus	data_type	source
GCF_026222535.1	GCF_026222535.1_ASM2622253v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_008689685.1	GCF_008689685.1_ASM868968v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_000715475.1	GCF_000715475.1_ASM71547v1_genomic	Picosynechococcus sp. NKBG042902		Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Picosynechococcus	supervised	NCBI_RefSeq
GCF_020245895.1	GCF_020245895.1_ASM2024589v1_genomic	Microcystis sp. M162S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_047461475.1	GCF_047461475.1_ASM4746147v1_genomic	Synechococcus sp. WC10meta		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_032007065.1	GCF_032007065.1_ASM3200706v1_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_002591805.1	GCF_002591805.1_ASM259180v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_000760155.1	GCF_000760155.1_ASM76015v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_014696385.1	GCF_014696385.1_ASM1469638v1_genomic	Pseudanabaena mucicola		Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena	supervised	NCBI_RefSeq
GCF_035343835.1	GCF_035343835.1_ASM3534383v1_genomic	Nostocoides sp.		Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Nostocoides	supervised	NCBI_RefSeq
GCF_028331085.1	GCF_028331085.1_ASM2833108v1_genomic	Anabaena sp. CS-542/02		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	supervised	NCBI_RefSeq
GCF_014279595.1	GCF_014279595.1_ASM1427959v1_genomic	Synechococcus sp. RS9909		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_007954525.1	GCF_007954525.1_ASM795452v1_genomic	Leuconostoc carnosum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_964186945.1	GCF_964186945.1_AMBP-0458_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_015840715.1	GCF_015840715.1_ASM1584071v1_genomic	Synechococcus sp. CBW1004		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_036917735.1	GCF_036917735.1_ASM3691773v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_047461915.1	GCF_047461915.1_ASM4746191v1_genomic	Synechococcus sp. R55.5		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_000298875.1	GCF_000298875.1_ASM29887v1_genomic	Leuconostoc gelidum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_964187045.1	GCF_964187045.1_AMBF-0233_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_015714705.1	GCF_015714705.1_ASM1571470v1_genomic	Nostoc sp. NZL		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_025211425.1	GCF_025211425.1_ASM2521142v1_genomic	Leuconostoc falkenbergense		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_029823215.1	GCF_029823215.1_ASM2982321v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_014466085.1	GCF_014466085.1_ASM1446608v1_genomic	Thermosynechococcus sp. OHK43		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised	NCBI_RefSeq
GCF_020246135.1	GCF_020246135.1_ASM2024613v1_genomic	Microcystis sp. M135S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_900474185.1	GCF_900474185.1_UW69_genomic	Synechococcus sp. UW69		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_023743995.1	GCF_023743995.1_ASM2374399v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_003433375.1	GCF_003433375.1_ASM343337v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_963920915.1	GCF_963920915.1_CCY9926_genomic	Nostoc sp. PCC 9305		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_020244715.1	GCF_020244715.1_ASM2024471v1_genomic	Microcystis sp. M57BS1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_000013205.1	GCF_000013205.1_ASM1320v1_genomic	Synechococcus sp. JA-3-3Ab		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_900474245.1	GCF_900474245.1_UW179B_genomic	Synechococcus sp. UW179B		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_047502715.1	GCF_047502715.1_ASM4750271v1_genomic	Synechococcus sp. H55.10		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_965137125.1	GCF_965137125.1_CIP110986T_genomic	Leuconostoc rapi		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_035638895.1	GCF_035638895.1_ASM3563889v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_001693255.1	GCF_001693255.1_ASM169325v1_genomic	Picosynechococcus sp. PCC 7003		Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Picosynechococcus	supervised	NCBI_RefSeq
GCF_023218865.1	GCF_023218865.1_ASM2321886v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_019927065.1	GCF_019927065.1_ASM1992706v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_014698415.1	GCF_014698415.1_ASM1469841v1_genomic	Synechococcus elongatus		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_028619265.1	GCF_028619265.1_ASM2861926v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_047305015.1	GCF_047305015.1_ASM4730501v1_genomic	Prochlorococcus sp. MIT 1304		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_046306435.1	GCF_046306435.1_ASM4630643v1_genomic	Microcystis sp.		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_021172085.1	GCF_021172085.1_ASM2117208v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_963875825.1	GCF_963875825.1_ena-yuan-GCF_002813575.1_genomic	Nostoc flagelliforme		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_028619395.1	GCF_028619395.1_ASM2861939v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_020246545.1	GCF_020246545.1_ASM2024654v1_genomic	Microcystis sp. M058S1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_028620115.1	GCF_028620115.1_ASM2862011v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_014696465.1	GCF_014696465.1_ASM1469646v1_genomic	Anabaena cylindrica		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	supervised	NCBI_RefSeq
GCF_004368765.1	GCF_004368765.1_ASM436876v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_006861605.1	GCF_006861605.1_ASM686160v1_genomic	Pseudanabaena sp. UWO310		Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena	supervised	NCBI_RefSeq
GCF_007095705.1	GCF_007095705.1_ASM709570v1_genomic	Microcystis sp. Msp_OC_L_20101000_S702		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_001632045.1	GCF_001632045.1_ASM163204v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_024345415.1	GCF_024345415.1_ASM2434541v1_genomic	Synechococcus sp. Tobar12-5m-g		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_047302795.1	GCF_047302795.1_ASM4730279v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_025211285.1	GCF_025211285.1_ASM2521128v1_genomic	Leuconostoc suionicum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_020245405.1	GCF_020245405.1_ASM2024540v1_genomic	Microcystis sp. M099S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_016127255.1	GCF_016127255.1_ASM1612725v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_047462535.1	GCF_047462535.1_ASM4746253v1_genomic	Synechococcus sp. B60.2		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_000312165.1	GCF_000312165.1_ASM31216v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_036917555.1	GCF_036917555.1_ASM3691755v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_019927205.1	GCF_019927205.1_ASM1992720v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_002154725.1	GCF_002154725.1_ASM215472v1_genomic	Nostoc sp. 106C		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_014696905.1	GCF_014696905.1_ASM1469690v1_genomic	Nostoc sp. FACHB-190		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_028619915.1	GCF_028619915.1_ASM2861991v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_020245965.1	GCF_020245965.1_ASM2024596v1_genomic	Microcystis sp. M158S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_002607965.1	GCF_002607965.1_ASM260796v1_genomic	Nostoc linckia		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_000760055.1	GCF_000760055.1_ASM76005v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_046316385.1	GCF_046316385.1_ASM4631638v1_genomic	Microcystis sp.		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_047356775.1	GCF_047356775.1_CIB_Lmes_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_003846445.2	GCF_003846445.2_ASM384644v2_genomic	Synechococcus elongatus		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_028618765.1	GCF_028618765.1_ASM2861876v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_945905385.1	GCF_945905385.1_ZE-13nov19-350_genomic	Synechococcus sp. UW140		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_020244575.1	GCF_020244575.1_ASM2024457v1_genomic	Microcystis sp. M61BS1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_000332135.1	GCF_000332135.1_ASM33213v1_genomic	Anabaena sp. PCC 7108		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	supervised	NCBI_RefSeq
GCF_943372175.1	GCF_943372175.1_JJ-MEM5D2-223-1-mx-bin669_genomic	Synechococcus sp. UW140		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_028619005.1	GCF_028619005.1_ASM2861900v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_000166715.1	GCF_000166715.1_ASM16671v1_genomic	Leuconostoc gelidum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_034092465.1	GCF_034092465.1_ASM3409246v1_genomic	Prochlorococcus sp. MIT 1223		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_036917195.1	GCF_036917195.1_ASM3691719v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_036917835.1	GCF_036917835.1_ASM3691783v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_047502655.1	GCF_047502655.1_ASM4750265v1_genomic	Synechococcus sp. R5-12		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_004167235.1	GCF_004167235.1_ASM416723v1_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_000153805.1	GCF_000153805.1_ASM15380v1_genomic	Synechococcus sp. BL107		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_030361025.1	GCF_030361025.1_ASM3036102v1_genomic	Leuconostoc falkenbergense		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_047304685.1	GCF_047304685.1_ASM4730468v1_genomic	Prochlorococcus sp. MIT 9311		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_027530875.1	GCF_027530875.1_ASM2753087v1_genomic	Microcystis sp. LE17-20A		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_013414845.1	GCF_013414845.1_ASM1341484v1_genomic	Leuconostoc sp. DB-1		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_014280175.1	GCF_014280175.1_ASM1428017v1_genomic	Synechococcus sp. A15-28		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_964242865.1	GCF_964242865.1_public_SRR1531545_metawrap_bin.1_genomic	uncultured Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_019324925.1	GCF_019324925.1_ASM1932492v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_007095515.1	GCF_007095515.1_ASM709551v1_genomic	Microcystis sp. M_QC_C_20170808_M2Col		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCA_016432935.1	GCA_016432935.1_ASM1643293v1_genomic	Benedenia humboldti		Platyhelminthes	Monogenea	Capsalidea	Capsalidae	Benedenia	unsupervised	NCBI_GenBank
GCA_964198615.1	GCA_964198615.1_ucAstSpeb1.1_alternate_haplotype_genomic	Asterochloris sp. CNOR2		Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Asterochloris	unsupervised	NCBI_GenBank
GCA_025991245.1	GCA_025991245.1_GpartN1_1.0_genomic	Galdieria partita		Rhodophyta	Bangiophyceae	Galdieriales	Galdieriaceae	Galdieria	unsupervised	NCBI_GenBank
GCA_003144295.1	GCA_003144295.1_Acain1_genomic	Acaromyces ingoldii		Basidiomycota	Exobasidiomycetes	Exobasidiales	Cryptobasidiaceae	Acaromyces	unsupervised	NCBI_GenBank
GCA_006232345.1	GCA_006232345.1_ASM623234v1_genomic	Galdieria phlegrea		Rhodophyta	Bangiophyceae	Galdieriales	Galdieriaceae	Galdieria	unsupervised	NCBI_GenBank
GCA_013995675.1	GCA_013995675.1_ASM1399567v1_genomic	Cyanidiococcus yangmingshanensis		Rhodophyta	Bangiophyceae	Cyanidiales	Cyanidiaceae	Cyanidiococcus	unsupervised	NCBI_GenBank
GCA_026184775.1	GCA_026184775.1_ASM2618477v1_genomic	Cyanidium caldarium		Rhodophyta	Bangiophyceae	Cyanidiales	Cyanidiaceae	Cyanidium	unsupervised	NCBI_GenBank
GCA_000950615.1	GCA_000950615.1_AUS-COTS_V0.5_genomic	Acanthaster planci		Echinodermata	Asteroidea	Valvatida	Acanthasteridae	Acanthaster	unsupervised	NCBI_GenBank
GCA_000002975.1	GCA_000002975.1_ASM297v1_genomic	Guillardia theta			Cryptophyceae	Pyrenomonadales	Geminigeraceae	Guillardia	unsupervised	NCBI_GenBank
GCA_000091205.1	GCA_000091205.1_ASM9120v1_genomic	Cyanidioschyzon merolae		Rhodophyta	Bangiophyceae	Cyanidiales	Cyanidiaceae	Cyanidioschyzon	unsupervised	NCBI_GenBank
GCA_026122185.1	GCA_026122185.1_ASM2612218v1_genomic	Cyanidiococcus yangmingshanensis		Rhodophyta	Bangiophyceae	Cyanidiales	Cyanidiaceae	Cyanidiococcus	unsupervised	NCBI_GenBank
GCA_001659865.1	GCA_001659865.1_Angomonas_deanei_v1.0_genomic	Angomonas deanei		Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Angomonas	unsupervised	NCBI_GenBank
GCA_006232315.1	GCA_006232315.1_ASM623231v1_genomic	Cyanidioschyzon merolae		Rhodophyta	Bangiophyceae	Cyanidiales	Cyanidiaceae	Cyanidioschyzon	unsupervised	NCBI_GenBank
GCF_000836335.1	GCF_000836335.1	Cryptococcus bacillisporus		Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	unsupervised	NCBI_RefSeq
GCF_033174715.1	GCF_033174715.1_ASM3317471v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_020245605.1	GCF_020245605.1_ASM2024560v1_genomic	Microcystis sp. M061S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_047725105.1	GCF_047725105.1_ASM4772510v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_020089085.1	GCF_020089085.1_ASM2008908v1_genomic	Leuconostoc gasicomitatum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_047303025.1	GCF_047303025.1_ASM4730302v1_genomic	Synechococcus sp. MIT S1220		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_028619415.1	GCF_028619415.1_ASM2861941v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_020244875.1	GCF_020244875.1_ASM2024487v1_genomic	Microcystis sp. M44BS1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_010196425.1	GCF_010196425.1_ASM1019642v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_008689755.1	GCF_008689755.1_ASM868975v1_genomic	Leuconostoc carnosum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_000757845.1	GCF_000757845.1_ASM75784v1_genomic	Prochlorococcus sp. MIT 0604		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_031583185.1	GCF_031583185.1_ASM3158318v1_genomic	Thermosynechococcus sp. PP22		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised	NCBI_RefSeq
GCF_014279895.1	GCF_014279895.1_ASM1427989v1_genomic	Synechococcus sp. M16.1		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_001693275.1	GCF_001693275.1_ASM169327v1_genomic	Picosynechococcus sp. PCC 7117		Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Picosynechococcus	supervised	NCBI_RefSeq
GCF_020246845.1	GCF_020246845.1_ASM2024684v1_genomic	Microcystis sp. M034S1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_046343395.1	GCF_046343395.1_ASM4634339v1_genomic	Microcystis sp.		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_036841425.1	GCF_036841425.1_ASM3684142v1_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_001672085.1	GCF_001672085.1_ASM167208v1_genomic	Anabaena sp. AL93		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	supervised	NCBI_RefSeq
GCF_001989455.1	GCF_001989455.1_ASM198945v1_genomic	Prochlorococcus sp. RS04		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_019656055.1	GCF_019656055.1_ASM1965605v1_genomic	Leuconostoc miyukkimchii		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_041320655.1	GCF_041320655.1_ASM4132065v1_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_028330675.1	GCF_028330675.1_ASM2833067v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_017695975.1	GCF_017695975.1_ASM1769597v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_013403485.1	GCF_013403485.1_ASM1340348v1_genomic	Leuconostoc gasicomitatum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_900009505.1	GCF_900009505.1_ASM90000950v1_genomic	Leuconostoc inhae		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_014698475.1	GCF_014698475.1_ASM1469847v1_genomic	Nostoc spongiaeforme		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
